0.780;0.719;0.637;0.619;0.480;0.489;0.419;0.361;0.356;0.230;0.000;0.128;0.142;0.420;0.526;0.401;0.463;0.552;0.593;0.396;0.303;0.276;0.270;0.254;0.151;0.368;0.350;0.436;0.339;0.313;0.353;0.336;0.341;0.373;0.343;0.389;0.449;0.468;0.559;0.600;0.630;0.775;0.714;0.539;0.580;0.722;0.743;0.683;0.654;0.823
0.708;0.630;0.546;0.538;0.425;0.443;0.368;0.329;0.322;0.203;0.128;0.000;0.050;0.305;0.409;0.273;0.335;0.424;0.478;0.311;0.295;0.276;0.308;0.291;0.211;0.466;0.457;0.554;0.458;0.439;0.479;0.462;0.466;0.479;0.391;0.454;0.526;0.555;0.656;0.695;0.714;0.851;0.758;0.558;0.573;0.703;0.711;0.631;0.593;0.756
0.663;0.589;0.506;0.494;0.376;0.394;0.318;0.278;0.272;0.154;0.142;0.050;0.000;0.279;0.385;0.267;0.332;0.422;0.500;0.352;0.346;0.325;0.354;0.338;0.252;0.499;0.486;0.577;0.480;0.454;0.492;0.461;0.464;0.460;0.352;0.419;0.494;0.527;0.631;0.669;0.682;0.817;0.715;0.511;0.523;0.652;0.661;0.582;0.545;0.709
0.468;0.358;0.276;0.295;0.284;0.321;0.263;0.296;0.291;0.287;0.420;0.305;0.279;0.000;0.106;0.119;0.156;0.217;0.411;0.422;0.542;0.533;0.591;0.575;0.511;0.770;0.761;0.856;0.759;0.731;0.769;0.725;0.726;0.684;0.500;0.580;0.662;0.711;0.825;0.854;0.843;0.952;0.788;0.561;0.514;0.592;0.568;0.447;0.391;0.524
0.424;0.296;0.225;0.265;0.317;0.356;0.316;0.367;0.363;0.383;0.526;0.409;0.385;0.106;0.000;0.179;0.176;0.191;0.419;0.486;0.631;0.625;0.687;0.672;0.613;0.873;0.866;0.962;0.864;0.837;0.875;0.828;0.829;0.781;0.584;0.665;0.746;0.798;0.913;0.940;0.922;1.023;0.843;0.617;0.552;0.606;0.570;0.438;0.377;0.482
0.584;0.467;0.388;0.412;0.395;0.431;0.366;0.384;0.378;0.335;0.401;0.273;0.267;0.119;0.179;0.000;0.067;0.155;0.301;0.309;0.455;0.451;0.519;0.505;0.458;0.719;0.718;0.822;0.729;0.712;0.752;0.728;0.732;0.716;0.561;0.639;0.720;0.763;0.874;0.907;0.906;1.026;0.879;0.654;0.618;0.706;0.685;0.566;0.510;0.641
0.598;0.473;0.399;0.432;0.440;0.477;0.417;0.442;0.436;0.401;0.463;0.335;0.332;0.156;0.176;0.067;0.000;0.090;0.256;0.318;0.489;0.488;0.561;0.548;0.510;0.770;0.771;0.879;0.787;0.773;0.814;0.793;0.797;0.783;0.626;0.704;0.785;0.829;0.940;0.973;0.971;1.089;0.937;0.711;0.669;0.747;0.722;0.597;0.538;0.656
0.609;0.475;0.412;0.455;0.493;0.532;0.479;0.513;0.508;0.484;0.552;0.424;0.422;0.217;0.191;0.155;0.090;0.000;0.234;0.366;0.558;0.560;0.637;0.624;0.594;0.852;0.855;0.964;0.873;0.861;0.902;0.883;0.886;0.871;0.707;0.786;0.868;0.913;1.025;1.057;1.053;1.166;1.006;0.779;0.727;0.793;0.760;0.629;0.568;0.667
0.842;0.709;0.644;0.683;0.694;0.731;0.667;0.682;0.676;0.615;0.593;0.478;0.500;0.411;0.419;0.301;0.256;0.234;0.000;0.250;0.472;0.486;0.572;0.564;0.574;0.804;0.821;0.940;0.862;0.870;0.911;0.926;0.932;0.957;0.839;0.912;0.990;1.026;1.131;1.168;1.179;1.308;1.175;0.952;0.919;1.003;0.978;0.851;0.792;0.900
0.890;0.776;0.697;0.716;0.664;0.694;0.619;0.605;0.598;0.499;0.396;0.311;0.352;0.422;0.486;0.309;0.318;0.366;0.250;0.000;0.222;0.236;0.322;0.315;0.339;0.555;0.574;0.694;0.621;0.636;0.677;0.709;0.718;0.770;0.702;0.765;0.834;0.860;0.955;0.996;1.021;1.161;1.066;0.858;0.856;0.969;0.962;0.856;0.805;0.946
0.989;0.896;0.812;0.815;0.718;0.738;0.662;0.624;0.617;0.495;0.303;0.295;0.346;0.542;0.631;0.455;0.489;0.558;0.472;0.222;0.000;0.029;0.105;0.103;0.174;0.337;0.361;0.482;0.419;0.448;0.487;0.546;0.557;0.645;0.645;0.690;0.746;0.757;0.835;0.879;0.920;1.068;1.017;0.836;0.864;0.997;1.007;0.923;0.882;1.040
0.975;0.884;0.800;0.802;0.700;0.719;0.643;0.602;0.596;0.473;0.276;0.276;0.325;0.533;0.625;0.451;0.488;0.560;0.486;0.236;0.029;0.000;0.086;0.081;0.146;0.319;0.340;0.462;0.395;0.422;0.461;0.518;0.529;0.617;0.619;0.663;0.718;0.728;0.806;0.850;0.891;1.039;0.990;0.811;0.841;0.975;0.986;0.905;0.865;1.025
1.016;0.933;0.849;0.845;0.729;0.744;0.670;0.621;0.615;0.489;0.270;0.308;0.354;0.591;0.687;0.519;0.561;0.637;0.572;0.322;0.105;0.086;0.000;0.017;0.119;0.233;0.255;0.377;0.315;0.350;0.386;0.457;0.469;0.572;0.606;0.641;0.688;0.691;0.760;0.805;0.853;1.003;0.972;0.808;0.849;0.989;1.006;0.935;0.899;1.063
0.999;0.917;0.833;0.828;0.713;0.728;0.654;0.605;0.599;0.473;0.254;0.291;0.338;0.575;0.672;0.505;0.548;0.624;0.564;0.315;0.103;0.081;0.017;0.000;0.104;0.240;0.259;0.381;0.315;0.346;0.384;0.450;0.462;0.562;0.591;0.627;0.675;0.680;0.751;0.795;0.842;0.991;0.959;0.792;0.833;0.973;0.990;0.919;0.883;1.047
0.913;0.840;0.756;0.746;0.621;0.633;0.560;0.508;0.502;0.375;0.151;0.211;0.252;0.511;0.613;0.458;0.510;0.594;0.574;0.339;0.174;0.146;0.119;0.104;0.000;0.261;0.261;0.373;0.289;0.298;0.339;0.378;0.388;0.471;0.488;0.525;0.576;0.584;0.660;0.704;0.746;0.895;0.856;0.688;0.731;0.872;0.891;0.826;0.793;0.959
1.147;1.086;1.003;0.986;0.844;0.849;0.783;0.719;0.714;0.592;0.368;0.466;0.499;0.770;0.873;0.719;0.770;0.852;0.804;0.555;0.337;0.319;0.233;0.240;0.261;0.000;0.049;0.154;0.137;0.206;0.224;0.343;0.357;0.504;0.626;0.632;0.653;0.636;0.672;0.717;0.782;0.931;0.957;0.838;0.907;1.056;1.088;1.043;1.018;1.188
1.124;1.068;0.986;0.967;0.820;0.823;0.759;0.693;0.688;0.569;0.350;0.457;0.486;0.761;0.866;0.718;0.771;0.855;0.821;0.574;0.361;0.340;0.255;0.259;0.261;0.049;0.000;0.122;0.089;0.158;0.176;0.295;0.309;0.458;0.589;0.591;0.608;0.590;0.624;0.668;0.734;0.883;0.913;0.800;0.873;1.022;1.056;1.016;0.994;1.163
1.189;1.145;1.065;1.040;0.883;0.881;0.823;0.753;0.749;0.638;0.436;0.554;0.577;0.856;0.962;0.822;0.879;0.964;0.940;0.694;0.482;0.462;0.377;0.381;0.373;0.154;0.122;0.000;0.099;0.153;0.140;0.270;0.284;0.444;0.616;0.602;0.603;0.573;0.585;0.627;0.701;0.845;0.906;0.822;0.906;1.056;1.097;1.071;1.055;1.225
1.091;1.046;0.966;0.941;0.786;0.785;0.726;0.656;0.652;0.539;0.339;0.458;0.480;0.759;0.864;0.729;0.787;0.873;0.862;0.621;0.419;0.395;0.315;0.315;0.289;0.137;0.089;0.099;0.000;0.073;0.087;0.209;0.224;0.377;0.528;0.522;0.532;0.509;0.538;0.582;0.650;0.798;0.837;0.738;0.817;0.967;1.006;0.976;0.958;1.128
1.040;1.002;0.924;0.896;0.735;0.732;0.676;0.604;0.600;0.494;0.313;0.439;0.454;0.731;0.837;0.712;0.773;0.861;0.870;0.636;0.448;0.422;0.350;0.346;0.298;0.206;0.158;0.153;0.073;0.000;0.041;0.137;0.151;0.304;0.463;0.451;0.459;0.436;0.467;0.511;0.577;0.726;0.764;0.670;0.753;0.902;0.944;0.920;0.906;1.075
1.069;1.034;0.957;0.927;0.765;0.759;0.706;0.633;0.629;0.527;0.353;0.479;0.492;0.769;0.875;0.752;0.814;0.902;0.911;0.677;0.487;0.461;0.386;0.384;0.339;0.224;0.176;0.140;0.087;0.041;0.000;0.132;0.146;0.305;0.481;0.463;0.463;0.436;0.456;0.499;0.569;0.716;0.767;0.685;0.772;0.921;0.965;0.946;0.934;1.102
0.976;0.955;0.882;0.846;0.676;0.666;0.621;0.545;0.543;0.457;0.336;0.462;0.461;0.725;0.828;0.728;0.793;0.883;0.926;0.709;0.546;0.518;0.457;0.450;0.378;0.343;0.295;0.270;0.209;0.137;0.132;0.000;0.014;0.173;0.367;0.339;0.333;0.303;0.330;0.374;0.440;0.589;0.636;0.563;0.656;0.804;0.852;0.845;0.839;1.005
0.971;0.951;0.879;0.842;0.672;0.660;0.617;0.541;0.539;0.455;0.341;0.466;0.464;0.726;0.829;0.732;0.797;0.886;0.932;0.718;0.557;0.529;0.469;0.462;0.388;0.357;0.309;0.284;0.224;0.151;0.146;0.014;0.000;0.160;0.359;0.328;0.320;0.290;0.315;0.360;0.426;0.575;0.623;0.553;0.647;0.795;0.844;0.839;0.833;0.998
0.857;0.856;0.792;0.746;0.572;0.553;0.524;0.448;0.448;0.398;0.373;0.479;0.460;0.684;0.781;0.716;0.783;0.871;0.957;0.770;0.645;0.617;0.572;0.562;0.471;0.504;0.458;0.444;0.377;0.304;0.305;0.173;0.160;0.000;0.234;0.182;0.160;0.132;0.189;0.233;0.283;0.434;0.463;0.405;0.507;0.651;0.705;0.716;0.720;0.878
0.623;0.625;0.564;0.516;0.341;0.320;0.298;0.226;0.228;0.226;0.343;0.391;0.352;0.500;0.584;0.561;0.626;0.707;0.839;0.702;0.645;0.619;0.606;0.591;0.488;0.626;0.589;0.616;0.528;0.463;0.481;0.367;0.359;0.234;0.000;0.080;0.162;0.214;0.329;0.355;0.346;0.469;0.372;0.212;0.291;0.440;0.485;0.484;0.486;0.646
0.683;0.696;0.638;0.587;0.413;0.389;0.374;0.305;0.307;0.303;0.389;0.454;0.419;0.580;0.665;0.639;0.704;0.786;0.912;0.765;0.690;0.663;0.641;0.627;0.525;0.632;0.591;0.602;0.522;0.451;0.463;0.339;0.328;0.182;0.080;0.000;0.082;0.135;0.249;0.275;0.268;0.398;0.333;0.225;0.325;0.470;0.523;0.539;0.548;0.702
0.746;0.767;0.713;0.660;0.488;0.461;0.452;0.385;0.387;0.384;0.449;0.526;0.494;0.662;0.746;0.720;0.785;0.868;0.990;0.834;0.746;0.718;0.688;0.675;0.576;0.653;0.608;0.603;0.532;0.459;0.463;0.333;0.320;0.160;0.162;0.082;0.000;0.060;0.170;0.193;0.189;0.327;0.305;0.260;0.372;0.507;0.567;0.599;0.613;0.760
0.806;0.826;0.771;0.719;0.546;0.520;0.509;0.440;0.442;0.429;0.468;0.555;0.527;0.711;0.798;0.763;0.829;0.913;1.026;0.860;0.757;0.728;0.691;0.680;0.584;0.636;0.590;0.573;0.509;0.436;0.436;0.303;0.290;0.132;0.214;0.135;0.060;0.000;0.115;0.144;0.163;0.312;0.334;0.317;0.430;0.563;0.624;0.658;0.673;0.820
0.909;0.936;0.883;0.829;0.658;0.630;0.623;0.554;0.556;0.541;0.559;0.656;0.631;0.825;0.913;0.874;0.940;1.025;1.131;0.955;0.835;0.806;0.760;0.751;0.660;0.672;0.624;0.585;0.538;0.467;0.456;0.330;0.315;0.189;0.329;0.249;0.170;0.115;0.000;0.045;0.118;0.260;0.365;0.409;0.525;0.647;0.713;0.759;0.778;0.919
0.917;0.950;0.900;0.845;0.676;0.646;0.644;0.577;0.580;0.573;0.600;0.695;0.669;0.854;0.940;0.907;0.973;1.057;1.168;0.996;0.879;0.850;0.805;0.795;0.704;0.717;0.668;0.627;0.582;0.511;0.499;0.374;0.360;0.233;0.355;0.275;0.193;0.144;0.045;0.000;0.085;0.218;0.344;0.413;0.529;0.644;0.712;0.766;0.788;0.924
0.864;0.908;0.864;0.806;0.642;0.609;0.616;0.556;0.559;0.571;0.630;0.714;0.682;0.843;0.922;0.906;0.971;1.053;1.179;1.021;0.920;0.891;0.853;0.842;0.746;0.782;0.734;0.701;0.650;0.577;0.569;0.440;0.426;0.283;0.346;0.268;0.189;0.163;0.118;0.085;0.000;0.151;0.261;0.359;0.473;0.577;0.647;0.712;0.739;0.867
0.904;0.969;0.936;0.874;0.723;0.687;0.708;0.657;0.662;0.694;0.775;0.851;0.817;0.952;1.023;1.026;1.089;1.166;1.308;1.161;1.068;1.039;1.003;0.991;0.895;0.931;0.883;0.845;0.798;0.726;0.716;0.589;0.575;0.434;0.469;0.398;0.327;0.312;0.260;0.218;0.151;0.000;0.237;0.419;0.521;0.592;0.666;0.755;0.792;0.898
0.674;0.749;0.726;0.662;0.529;0.491;0.529;0.495;0.501;0.570;0.714;0.758;0.715;0.788;0.843;0.879;0.937;1.006;1.175;1.066;1.017;0.990;0.972;0.959;0.856;0.957;0.913;0.906;0.837;0.764;0.767;0.636;0.623;0.463;0.372;0.333;0.305;0.334;0.365;0.344;0.261;0.237;0.000;0.227;0.304;0.356;0.430;0.527;0.570;0.664
0.505;0.553;0.517;0.456;0.307;0.270;0.302;0.270;0.276;0.359;0.539;0.558;0.511;0.561;0.617;0.654;0.711;0.779;0.952;0.858;0.836;0.811;0.808;0.792;0.688;0.838;0.800;0.822;0.738;0.670;0.685;0.563;0.553;0.405;0.212;0.225;0.260;0.317;0.409;0.413;0.359;0.419;0.227;0.000;0.116;0.247;0.307;0.354;0.381;0.511
0.391;0.448;0.421;0.358;0.236;0.196;0.252;0.251;0.258;0.370;0.580;0.573;0.523;0.514;0.552;0.618;0.669;0.727;0.919;0.856;0.864;0.841;0.849;0.833;0.731;0.907;0.873;0.906;0.817;0.753;0.772;0.656;0.647;0.507;0.291;0.325;0.372;0.430;0.525;0.529;0.473;0.521;0.304;0.116;0.000;0.150;0.198;0.240;0.272;0.395
0.326;0.425;0.427;0.365;0.311;0.277;0.351;0.374;0.381;0.503;0.722;0.703;0.652;0.592;0.606;0.706;0.747;0.793;1.003;0.969;0.997;0.975;0.989;0.973;0.872;1.056;1.022;1.056;0.967;0.902;0.921;0.804;0.795;0.651;0.440;0.470;0.507;0.563;0.647;0.644;0.577;0.592;0.356;0.247;0.150;0.000;0.074;0.194;0.251;0.310
0.256;0.364;0.376;0.317;0.298;0.271;0.347;0.385;0.392;0.517;0.743;0.711;0.661;0.568;0.570;0.685;0.722;0.760;0.978;0.962;1.007;0.986;1.006;0.990;0.891;1.088;1.056;1.097;1.006;0.944;0.965;0.852;0.844;0.705;0.485;0.523;0.567;0.624;0.713;0.712;0.647;0.666;0.430;0.307;0.198;0.074;0.000;0.138;0.199;0.236
0.151;0.231;0.238;0.179;0.206;0.194;0.265;0.324;0.329;0.453;0.683;0.631;0.582;0.447;0.438;0.566;0.597;0.629;0.851;0.856;0.923;0.905;0.935;0.919;0.826;1.043;1.016;1.071;0.976;0.920;0.946;0.845;0.839;0.716;0.484;0.539;0.599;0.658;0.759;0.766;0.712;0.755;0.527;0.354;0.240;0.194;0.138;0.000;0.062;0.162
0.137;0.180;0.177;0.118;0.174;0.174;0.236;0.303;0.307;0.426;0.654;0.593;0.545;0.391;0.377;0.510;0.538;0.568;0.792;0.805;0.882;0.865;0.899;0.883;0.793;1.018;0.994;1.055;0.958;0.906;0.934;0.839;0.833;0.720;0.486;0.548;0.613;0.673;0.778;0.788;0.739;0.792;0.570;0.381;0.272;0.251;0.199;0.062;0.000;0.170
0.058;0.196;0.257;0.230;0.344;0.343;0.405;0.472;0.477;0.596;0.823;0.756;0.709;0.524;0.482;0.641;0.656;0.667;0.900;0.946;1.040;1.025;1.063;1.047;0.959;1.188;1.163;1.225;1.128;1.075;1.102;1.005;0.998;0.878;0.646;0.702;0.760;0.820;0.919;0.924;0.867;0.898;0.664;0.511;0.395;0.310;0.236;0.162;0.170;0.000
